adpu,其实
ggvk,一如
gyjf,班里
gwwl,瑜伽
gmnc,责怪
gmqs,刺杀
gmtg,再生
gogi,来不
gokc,来吗
gopn,严密
gota,晋升
gqbm,列出
ggua,一并
ggsh,一想
ggir,一派
ggce,一通
ghtv,政委
gfif,玩法
gfdm,玩耍
geae,青菜
gdxg,天线
gdpo,天灾
gdbb,天子
gcpg,致富
gilk,不加
ginn,不快
giff,还款
giih,还小
ggwt,王八
gitd,不敌
giyn,还望
giyo,不谈
gmft,再者
ghdp,下达
ghfh,正直
giqv,不争
ghfl,政协
gmjt,瑞星
ghkh,下跪
gcjn,致电
gayt,开庭
gauq,武将
gaui,开阔
gafp,开过
gaes,开采
guth,平息
gjip,更深
gjhw,更具
gjfq,更远
giyf,不计
gitq,不稳
gisd,不顶
giqq,还多
gipg,不定
ginh,不收
gimy,不凡
gikw,不只
giip,不觉
ghiy,下流
ghip,政党
ghii,下水
ghck,下台
ggwg,一盒
ggmq,五岁
gfye,球衣
gdqc,天色
gdlf,天黑
gdkt,吞噬
gdis,天河
gcse,至极
gaxt,开张
gaqi,开销
gann,开局
gabn,弄了
gaan,武艺
gxud,素养
gqtf,歹徒
goxq,灭绝
gotg,严惩
gont,恶性
gmxw,再给
gmdg,再三
gmdd,两套
gkgk,事事
gkdy,事态
gitu,还剩
gikd,不顺
gigu,不平
ghyy,下文
ghut,正道
ghqj,下旬
ghpy,正视
ggwm,一侧
ggti,一秒
ggth,王牌
ggsf,一票
ggsa,一栋
ggpn,五官
ggou,一粒
geux,表弟
gdmm,天山
gxgx,毒素
guyv,平庸
gqkb,死啊
gqiw,列举
gody,亚太
gmvb,再好
gmrt,两手
gchh,至上
gkud,带头
gwgd,玲珑
gyit,琼海
gylg,班车
gcgm,玛丽
gcgq,致死
gcus,至尊
gdut,天道
gdyp,天亮
gedy,静态
gegm,靓丽
geun,表决
gfkb,玩啊
gfkc,玩吧
gcvf,到那
gitw,不符
ggbw,一队
ggdn,五万
ggrg,王后
ggsw,一枪
ggtf,一等
ggwg,一剑
ggwg,一命
ghee,正月
ghxg,政绩
ghyy,正文
gikj,不喝
giyh,还让
gjyi,理应
gkif,整洁
gkrp,逼近
gmdm,两面
gmjs,两颗
gmwu,两倍
gmww,现价
goan,来世
gohx,来此
goka,来呀
gowy,来信
goyy,来访
gqkc,死吧
gqny,死心
gqoo,烈火
gugu,平平
gifn,不卖
gikn,还叫
ginq,不懈
giyu,不详
gkfh,逼真
gkkh,带路
gknt,整改
gkyx,速率
glrf,画质
gmck,两台
gmod,两类
gmud,两头
gmxe,两组
gnad,瓦斯
gotg,来生
goww,恶人
ghxt,下乡
gutf,平行
ggfm,一击
ggnn,一书
ggwo,一伙
ggxc,一经
ghkk,正品
ghnt,下发
ghsv,正要
ggyj,一齐
ghtl,政务
gabm,弄出
gaff,开封
gayn,开户
gdgj,天理
gdpg,天宇
gdpy,天神
gdrg,天皇
gcwx,到货
gatj,开得
gart,开播
galw,开办
gagq,弄死
gghj,一桌
gglh,五四
ggsv,一概
gguk,一问
ggxa,环绕
ghbu,下联
ghlk,下回
ghpt,政客
ghxy,正统
giad,不菲
giet,不胜
gift,不孝
gigg,不一
ginf,不慎
giqs,不杀
gixk,不强
giyb,不熟
gjgh,更正
gjtr,理我
gkbw,带队
gkft,事都
gkiw,融洽
glbn,画了
gehh,静止
gdst,天桥
gdlp,天边
glwq,画像
gmsd,再顶
gofi,来救
gqqy,残留
gqsm,死机
gqxt,裂缝
geti,敷衍
gfgc,玩到
giaf,不甘
goxw,亚纶
gqxk,列强
garr,开拍
gdyy,天文
geuj,表彰
gidy,琐碎
gglp,一连
ggxo,一缕
ghgc,下到
ghgh,下下
ghif,玷污
gilc,不轻
giru,不接
gjta,更长
gygy,琉璃
ghtq,下称
gybb,班子
gjwq,更低
gkjj,整日
gkrq,整的
gmfq,再无
gmgh,璀璨
gmsv,两根
gmup,两旁
gykh,琼中
ggnn,一局
gutg,平生
gunn,平局
ggaq,一区
gggq,一死
ggjt,五星
gglf,一黑
glhh,画上
gokt,来吃
gopr,来宾
goyl,来为
gqgq,死死
gsjj,末日
gfwb,于他
gqny,殆尽
gqkr,死啦
ghsh,正想
ghrw,下挫
ghlp,下边
ghdt,丐帮
ggup,一旁
ggiu,一滴
gghw,一具
ggfq,一元
gevv,靓女
geso,青楼
geiv,青涩
gdvk,天娱
gduw,天冷
gdtg,天籁
gdlw,天界
gctd,致辞
gbjj,屯昌
gauq,开奖
gaum,开端
gatl,型血
gajj,武昌
gaiv,武当
gaaq,刑警
gyup,玉帝
gxnt,毒性
gxeg,互助
gxbu,互联
gmlk,再回
gdnl,天翼
gufj,平坦
gtll,麦田
giyl,还为
giwn,不假
givi,不妙
giun,否决
gito,不愁
gisg,不朽
giqm,不负
gigk,不赖
gkwb,带他
gkbb,豆子
gnhx,与此
gnqe,瓦解
gnwq,与您
ghir,正派
ghkh,正中
ghsa,下棋
ghww,下人
gilx,不累
giry,不搞
giud,不善
giuq,不交
giwq,不低
giyb,不离
gjaa,理工
gjnt,理发
gjug,更美
gjwb,理他
gkov,整数
gkrq,逼的
gkwg,事例
gsad,末期
gmrh,现年
gmrt,棘手
gmtl,责备
gmuc,刺痛
gorh,来年
gqgo,歼灭
gqip,死党
gqld,死因
gusr,平板
gqrm,残缺
gqna,殖民
gadd,武大
gaty,开往
gddn,天成
gdii,天水
gdlg,天国
gdsm,天机
gdtr,天鹅
gxpd,毒害
gdyt,天庭
gefc,青云
geqj,表象
gfuy,球门
gxde,素有
ggaq,一匹
ggpb,一字
ghhk,正点
ghif,政法
ghrn,正气
ghqe,正解
ghjg,正题
ghde,下有
ggwv,一盆
ggut,王道
gguh,一站
ggnl,一愣
ggjj,王晶
geny,静心
gdwg,天命
gdus,天尊
gdov,天数
gdmj,天赐
gdkm,天呐
gdbf,天际
gcyy,到访
gcud,到头
gavn,开刀
ganf,开导
gyss,玉林
gygy,斑斑
gyge,琼瑶
gxrq,互换
gxpu,互补
gxjp,毒蛇
guyn,平房
gufy,平壤
gyvv,玉女
galy,刑罚
grmt,珠峰
gqyn,残废
gqwt,死伤
gqja,残暴
ggtt,五笔
godx,来袭
godt,来帮
gobn,来也
gnuh,瑕疵
gmyw,两座
gmyo,再谈
gmyh,再让
gmwy,责令
gmua,两瓶
gmpg,再写
gmnt,两性
gmkt,再吃
gmhi,两步
gmcw,两难
glyy,画廊
glbm,画出
gkwq,逼你
gkue,事前
gktj,逼得
gkbm,带出
gjyh,更让
gjjh,更早
gjgk,理事
giyg,不语
giws,不休
givp,不嫁
giuj,不单
giix,不涨
gign,不与
gigk,琐事
gfrf,球技
gfkn,玩呢
gfpf,球赛
ggbk,一职
ggdj,一辈
gges,五彩
ggji,一晃
ggpv,一案
ggsi,一档
ghgr,琥珀
ghit,下海
ghnf,下层
giak,不惑
gijv,不归
gira,不找
give,不退
givu,不嫌
gixc,不经
gjjo,更显
gkfn,整场
gkgf,带球
gkhk,整点
gkrt,囊括
glhc,画皮
gltj,画得
gmgd,珊瑚
gmhv,刺眼
gmjg,再是
gmrj,再提
gmtm,现役
gmum,两端
gmwv,两分
gmyl,现为
gorg,来后
gouk,来问
gqjj,烈日
gydg,玉石
gywm,玉佩
gfwj,玩偶
gudh,夹在
gmut,两道
gmut,两首
gmwd,两段
gapf,开赛
gasw,武松
gaws,形体
gcuk,致癌
gdwm,天仙
gdwv,天分
gdje,天明
gdpw,天窗
geqm,青铜
gesh,青椒
geyn,静谧
ghdy,正太
ghgx,下毒
ghpn,下官
ghtg,下垂
ghtm,下身
ghxe,下级
ghyo,政变
ghys,下床
giaq,不敬
gima,歪曲
girt,还手
gite,不透
gxut,素颜
gxce,互通
gwpg,珍宝
gqps,列宁
gqpd,残害
grbb,珠子
gitt,不笑
ggnt,一发
ggpg,王室
ggqk,一锅
ggtb,一季
gmrc,两把
gmtf,再造
gmym,再高
gnwf,与会
goft,来者
gaje,开明
galg,开国
gaoo,开火
gaty,开篇
gcqg,到钱
gokr,来听
goud,来头
giwg,还债
gixq,不绝
gjhe,理睬
gkeu,速腾
gkqy,逗留
gkux,速递
gmdh,现存
gith,不息
gmgq,遭殃
gqkc,死吗
gqfb,死地
gqbn,死也
ghmy,下凡
ggts,一箱
gaey,弄脏
gaig,弄清
gdck,天台
gdib,天池
gdse,天极
gduy,天门
gefk,表露
gfmy,于丹
gfqi,玩乐
gfwg,玩命
ggdx,一袭
ggfg,一干
gggl,一盏
ggjt,一览
ggrs,一打
ggry,一护
ggsf,一枝
ggso,五楼
ggve,一姐
ggvv,一女
geey,静脉
ggwg,一例
ghfp,下过
gmuj,两间
gobu,来陪
goiv,亚当
gojs,恶果
gooo,灭火
gopg,来写
gqap,殊荣
gqoq,烈焰
ghtj,下得
giif,不法
giig,还清
gilt,不力
girp,不按
givu,还嫌
giwu,不倦
gjep,更爱
gkfp,带过
gsuq,末将
gwtg,珍重
gxwy,素食
gman,现世
gmbn,现了
gmds,两厢
gmnm,两届
ggyl,一亩
gfwh,玩个
ggfa,一截
gggu,一平
gghe,一瞬
gglf,一转
ggts,五条
ggub,王朔
gguk,王总
ggwt,一任
ggyg,一语
ggyv,一郎
ghff,政坛
ghmq,下风
gifm,还击
gign,还与
giiy,不济
gipy,不祥
giqg,还钱
giyi,还应
gjnc,更惨
gfaf,球鞋
gfad,于其
gerq,静的
gekb,靓啊
geaj,青草
gdyw,天府
gkaa,豆芽
gkod,豆类
gkrg,带兵
gkww,逼人
glrb,画报
gmix,再涨
gmjf,现时
gmqt,刺猬
gdjf,天时
gvqt,妻儿
guww,平价
gutj,平复
gdcn,天马
gmtk,再和
gors,严打
goky,来嘛
gocf,来对
gmxt,刺绣
gcdd,到大
gcah,玛雅
gavb,弄好
gaos,开灯
gmxe,两级
gmvq,再婚
gxra,素描
gfkc,玩吗
ggsj,一查
gwep,珍爱
giyn,不赢
guim,平滑
giha,不瞒
gila,不羁
gilg,不畏
ginh,不惧
gmht,再睡
gmev,两腿
gmdd,再大
glud,画卷
gkum,事端
gkgq,整死
gkbn,整了
gjmu,理赔
gjip,理学
goru,来拉
gugk,平整
gufb,平地
gubn,平了
gofc,来去
geqc,青色
geye,青衣
gflk,迂回
ggfj,一朝
gghq,一餐
ggjj,五日
ggqf,一针
ggrn,一气
ggwu,王位
ggwv,五分
ggxy,一统
ghag,正巧
ghip,下沉
ghlw,政界
ghtf,正午
ghuk,下部
giag,不巧
giah,不雅
gopf,严寒
gqiy,遨游
gqfp,熬过
gmvn,刺刀
gmuf,两半
gmss,两栖
gmkh,再跟
gafc,开动
gaqn,开饭
gars,武打
gegd,青天
gdqh,天外
gddd,天大
gcuv,致歉
gieb,不孕
gjad,更甚
gykk,玉器
gxgo,素来
gxgi,互不
gbng,顿悟
gjna,惠民
gjwq,理你
gkbb,带子
gkgk,豌豆
gktj,整得
gkyo,事变
glmm,画册
gmbg,刺耳
gmim,再没
gmkh,两路
gmly,责罚
gmmh,再由
gmnb,再敢
gmpv,瑞安
ginb,不屈
giic,不治
gift,不才
gifn,不亏
giwk,不保
gawh,刑侦
gauf,武斗
gmte,两艘
gurc,平反
giwq,还像
gdfl,天雷
ggwj,一介
gqiq,死光
gdmq,天网
gupg,平定
gdua,吞并
gdws,天体
gdnn,天书
gsum,末端
gyhk,斑点
gelf,静默
geqt,青儿
gfgg,球王
ggde,一有
ggfn,琴声
gggq,一列
goww,恶俗
gopy,亚视
gonu,恶习
ggif,王法
gcrg,到后
ggsk,一哥
ggnn,一己
ggpk,王宫
ggra,一摸
ghfh,下坡
ghrp,下探
ghuy,正门
ggsk,五哥
gnqi,瓦尔
ggum,一端
gmwt,刺伤
gmuy,两门
gaeu,开脱
gwkk,珍品
gxrn,毒气
gjye,更衣
gjrp,更近
giwn,不似
giuc,不痛
gity,不入
gitm,不向
giru,不拉
gilw,不输
giim,不测
giaw,不花
ghqk,下锅
ghld,正因
ghfb,下地
ghcn,下马
ghcf,正对
ghbb,下子
ggyp,一亮
gghf,一睹
ggdn,五成
ggdb,环顾
gfwu,玩伴
gfrr,球拍
gfna,于民
geww,静坐
gerq,表的
gehc,表皮
gdrv,天热
gdpk,天宫
gdkr,天啦
gdjg,天晴
gdbt,天降
gdbn,吞了
gcuj,致意
gcqq,至多
gcny,致以
gckc,到吗
gcep,至爱
garq,刑拘
gaqi,开锁
gapw,开窍
gakh,开路
gagu,开平
gack,邢台
ghnn,政局
gyuf,玉兰
gycq,斑驳
gxtj,互利
gxgq,毒死
gwgl,瑜珈
guvs,夹杂
gurt,平手
gtqr,麦兜
gsrh,末年
gquv,裂痕
gqgc,熬到
gqga,裂开
gotf,恶行
gorr,来抓
gogg,亚瑟
gmny,再以
gmbn,遭了
gmbm,现出
gkim,豆油
gkgj,事理
grgy,碧玉
ggkg,五号
ggiy,五洲
ggdn,一成
gkdi,噩耗
gjqk,更名
gjkd,理顺
giyq,不义
givo,不灵
gqsr,死板
gqqs,残杀
gadh,开在
gafj,开进
gahw,开具
gamh,开贴
gqqe,死角
gqme,残骸
gitg,不重
girs,还打
ginx,不惯
gkts,整条
gqld,死罪
gqkn,死呢
gqif,死法
gqdh,残存
gotm,来向
glkh,画中
gllt,画图
geyt,青州
geqt,静儿
gyyq,班底
gyie,玉溪
gxuq,毒瘤
gxrt,毒手
gejn,静电
gcmt,到账
gdup,天帝
gdtd,天敌
gdka,天呀
gdfc,天劫
gaww,开价
gang,开怀
gamm,开山
gmbq,再聊
gmcc,两双
gihw,不齿
gigc,不致
gieu,不脱
gmlk,两架
giae,不散
ghgn,正与
ghef,下肢
ghad,下期
gufm,夹击
ggwa,五代
ggqk,五名
gorc,来把
gokt,来咯
gofa,恶霸
gmyl,再为
gmlu,两圈
ggkq,一鸣
ggmq,王刚
gitg,不生
gafq,开元
gitj,不复
gitm,还向
gitq,还称
ggoq,一炮
gsbn,末了
grxv,碧绿
gqwt,残余
gqwg,死命
gqpf,死守
gqnn,死尸
gqmw,赘肉
gubb,夹子
guid,平湖
guwv,平分
gwtq,珍稀
gobc,来取
gmvv,丽娜
gjig,理清
gkxt,整张
gkvb,带好
gkqe,豆角
gkgu,逼平
gkek,囊肿
gkbm,逼出
gmpj,再审
gmkk,责骂
gmgf,再玩
gmgf,两球
gmfj,再进
gmee,两月
gltt,画笔
glpg,画室
ghrq,正的
ghsv,政要
ghuf,正装
ghwq,正像
ghws,政体
giqw,还欠
gita,还长
genf,表层
gdyk,天谴
gdwy,蚕食
garf,武技
glna,画展
ghdg,下厨
ghbv,下限
ggso,王杰
ggqc,五色
giky,不嘛
gibc,不娶
ghyt,下放
gale,开胃
gagq,开裂
gita,还长
gtfa,麦霸
gdbn,天也
gcyt,致谢
gcyj,到齐
gcww,致人
gckb,到啊
gawn,形似
guxe,平缓
gupu,平实
gubj,平阳
giyp,不亮
giyn,不记
ginu,不悦
gixa,不红
giry,还搞
ginv,不恨
gfvb,于她
ggcn,一马
ggdh,王艳
grit,碧海
gqbn,熬了
goyi,来京
goxt,来张
gosg,严酷
gory,来搞
gokt,来哦
gaay,开荒
gnvt,与君
gndj,与非
gmqt,再犯
gmkn,再叫
gmdp,两碗
gmai,丽莎
gkww,整人
gkqi,逗乐
gkpn,副官
gkka,事呀
gkhx,带些
gkgq,逼死
gkdd,整套
gkbg,事隔
gkaw,豆花
gjfw,更替
gahv,开眼
gakj,开唱
gaoq,开炮
gayj,开课
gcde,到有
gclt,致力
gcpx,到它
gcww,到人
gcym,至高
giby,不防
gidt,不帮
gifq,不无
giih,不沾
gikt,不咋
gdjv,天照
gdud,天翔
gest,青梅
ggey,五脏
ggkl,一别
ggkq,王兄
gewb,靓仔
ghqk,正名
gjbn,理了
gygg,玉环
gxyl,互为
ghrc,正反
ghyl,正为
gibt,不降
ghmg,下同
ghlv,正轨
ghiy,下注
ghah,正邪
ggsf,一杆
ggrw,一推
gxrs,毒打
gxae,素菜
gwpy,珍视
goca,来劲
gdjg,天师
gdjt,天星
gkdn,速成
gkgc,逼到
gkhc,赖皮
gkjq,整晚
gktf,吾等
gkyw,整夜
glmq,画风
glwt,画作
gmab,两节
gmcf,两对
gmet,两用
gmfh,再起
gmge,刺青
gmip,两党
gmme,刺骨
gmnd,两居
gmoy,两米
gmru,再接
gmsv,再要
goet,来用
gogh,严正
gopt,来客
gotc,来么
gouj,来意
gqjf,死时
gqrq,死鬼
gqvo,死灵
gqxe,死缓
gsnt,末尾
gudq,夹克
guig,平添
gydx,玉龙
getf,静待
gfmq,球风
gftr,玩物
gfyw,迂腐
gcwq,到您
ggqy,环岛
ggrp,一挥
ghsj,下榻
gidu,不碰
gimf,不周
gira,还找
gjey,惠及
gjim,更没
gjog,更糟
gaeb,开服
gagf,开球
gaon,武断
gddg,天威
guxt,夹缝
gycn,斑马
gywf,班会
gawx,开化
garh,开年
gaqm,武钢
gaqh,开外
galq,开罗
gakb,开啊
gahx,弄些
gaax,开药
gimy,不丹
ginm,不刷
giqb,不怨
gisj,不查
gitv,不很
giwd,还做
gfrt,球手
gfkf,玩味
geyx,表率
geud,静养
gejv,靓照
gget,一用
ggrv,一扫
ggrq,环抱
ggrg,五岳
ggkw,五只
ggkt,一响
ggtu,一箭
ggum,一瞥
ggje,王明
ggit,王海
gggu,王平
ggfq,五元
ggxk,王强
ggxy,琴弦
ghag,下葬
ghdd,正大
ghgc,下至
ghkc,下吗
ghnm,下届
ghtg,下策
ghym,下设
gifi,不救
gild,不因
giln,不思
giwf,不仁
giyt,不谢
gjih,更小
gjjq,更易
gjrh,更牛
gkbm,整出
gkqg,带鱼
gmfh,两起
gmfq,两元
gmrr,再拍
gmse,两极
gmxf,再续
gmyf,再讲
gnpx,与它
gohh,来上
gokh,来路
gokk,灭口
golg,晋国
gorq,恶鬼
gowt,来作
gqbw,列队
gdym,天高
gdny,天心
gdlg,天罡
gdaw,天花
gcuh,到站
gcug,致病
gckn,到呢
giea,不腻
gqgx,歹毒
gqsy,赘述
gaiq,开光
gaqa,弄错
garp,开挖
gasf,开票
gcus,至亲
gcwf,到会
gdaj,天蓝
gdff,天坛
gdim,吞没
gdpg,天宝
gdtf,天竺
gduq,天资
gedg,青石
gejp,青蛇
gekh,表中
gepv,静安
geqy,青鸟
gesw,青松
gexx,青丝
gfbn,球了
ggcc,一叠
ggep,一腔
ggga,环形
ggge,王静
gggx,五毒
ggkq,一吹
ggmy,一凡
ggsf,一村
ggxw,王维
ggyl,一为
ggyo,一变
ghlw,下界
ghnh,下蛋
ghpu,正被
ghth,正牌
ghws,下体
ghwy,下集
gied,还须
gihk,不占
girr,不拍
giug,不美
gixu,不弱
giyc,不育
gjiq,理光
gjrw,更迭
gjub,理疗
gkau,带薪
gkca,带劲
gkny,赖以
gkrt,副手
gktj,逗得
gkug,带病
gkuq,副将
gkwu,带伞
gkxy,整编
glwh,画个
gmem,两股
gmgn,再与
gmld,遭罪
gmnl,两翼
gmqq,瑞金
gmqv,瑞银
gmvk,再如
gmww,丽人
gmyf,再读
gmyf,枣庄
goby,严防
goth,恶臭
goxx,来比
gqbn,残了
gqdf,死磕
gqnn,残局
gqtd,死敌
gqwf,列传
grfc,碧云
grih,碧波
grpg,瑰宝
grqt,珠儿
gxug,毒辣
gyuq,班次
gyyu,斑斓
ggqa,王氏
gcyn,致词
gcyy,到该
gdbk,天职
ggyv,五郎
gqcw,死难
gqad,死期
goyt,灭族
gouy,灭门
gdfq,天元
gotu,严冬
gqfp,死过
gdpv,天安
gdqj,天象
gdtj,天香
gdww,天伦
geaw,青花
gewh,静候
ghru,下拉
gfoo,玩火
ggbj,一隅
ggdu,一碰
gxtr,毒物
gyqi,玉玺
gysm,班机
gotr,亚特
gote,亚盘
gosj,恶棍
gopu,恶补
gopg,来定
ghbj,正阳
ghhv,正眼
ggsf,王楠
ggww,五谷
ggxt,五张
ghuf,下半
ghxj,下旨
gibu,不陪
gojj,来日
gmxx,丽丝
gmwf,再会
gmuh,两站
gmte,两盘
gmrd,两排
gmny,再忙
giww,还价
giyg,不请
gmdn,责成
gkwq,逗你
gkwh,整修
gkqv,逼急
gkqq,事多
gkgk,豆豉
gjkl,更别
gjqy,更久
ggkf,五味
ggpl,王军
gcgv,玛瑙
ggqc,一色
guud,平头
gkbn,事也
gjud,更差
girv,不热
girv,不招
gilw,不办
gikt,还吃
gudw,平仄
gqis,烈酒
gqxy,裂纹
grgm,瑰丽
gcpg,至宝
gaym,开市
gaut,开道
gakc,开吧
gain,开涮
gagy,开班
gafn,刑场
gadw,开春
gmcw,责难
gkyg,事主
gxgj,互惠
geaq,青葱
gdoo,天火
gdfj,天井
gave,开垦
gaul,开闸
gauk,刑部
ghpe,下家
ghhq,正餐
ghgk,政事
ghax,下药
ggpf,王冠
geyt,瑶族
getg,表征
gedt,青帮
gald,开恩
gaad,刑期
gqtd,歼敌
gqdh,残破
gqbu,残联
gqag,殡葬
gndq,瓦砾
gmyy,两广
gmyn,现房
gmuk,责问
gymm,玉山
gyqk,玉兔
gayf,开讲
gcgq,致残
gcwy,致信
gdgk,蚕豆
gdkl,吞咽
geib,瑶池
gfga,球形
gyjv,玉照
ggbg,环卫
ggpg,环宇
ggrx,五指
ghqg,下铺
giwy,不依
gkbk,副职
gkii,豆沙
gmth,刺鼻
gnyn,瓦房
goas,严苛
gohk,恶战
gomq,来岁
goqk,恶名
gorn,恶气
gkog,副业
gkuk,逼问
gkvq,逼婚
gljg,画师
glnh,画眉
gmfv,瑞雪
gafg,弄坏
gaip,弄堂
gunf,夹层
gurq,平抑
gvvv,妻女
gyxe,班组
ghjs,正果
ghkq,正史
ghqn,下饭
ghtt,下笔
gtth,麦片
gdwc,天公
gdiq,天光
ggyt,王族
ghis,下酒
gman,再世
gmpw,刺穿
gmtg,两重
gmwg,两全
gntr,瓦特
gqyo,裂变
gqyn,死讯
gqng,殉情
ghvp,下嫁
ghyy,正方
gifc,还魂
giie,不肖
gird,不振
gdct,天骄
gqis,残渣
griq,珠光
geac,青苔
gdwy,吞食
gdaj,天幕
gapn,武官
gafh,开走
guny,夹心
gqph,死寂
goye,亚裔
gopu,严实
gomh,来由
goje,严明
gmrp,刺探
gmff,现款
gkmh,事由
gkjn,带电
gjiv,理当
gilv,不轨
gijm,不遇
ghtf,下等
ghqm,正负
gxmr,毒贩
gypy,班禅
gecm,静观
gvuv,妻妾
ghif,正法
gutm,平身
ggmm,环山
gggj,五更
ggfd,环城
gfrp,球探
gaep,开腔
gafh,开赴
gaiq,开溜
gdfg,天干
geal,青莲
gehi,表叔
ggpy,环视
ggus,一新
ggxg,环线
ggyw,王座
ghpj,政审
ghte,下船
ghwf,正传
ghwy,政令
gidd,不厌
gigj,歪理
giyk,不吝
gjfn,理亏
gkmt,赖账
gmga,现形
gmsh,两相
gnth,瓦片
gowg,来使
goys,亚麻
gqbj,残阳
gugk,夹带
guww,平谷
gxah,素雅
gqee,残月
gqey,殃及
gqii,死水
gqlg,殉国
gqqy,列岛
gqvv,烈女
gady,开矿
gqya,烈度
gqxf,死结
gqth,兀自
gqkh,死路
gopf,严守
gmdn,现成
glif,画法
gkua,速冻
gktt,逗笑
gkqn,豆包
gttg,麦穗
gugx,平素
gupy,平视
gyyg,班主
gitf,不待
girq,不拘
giqt,不犯
giqh,不外
gibi,不逊
gcyd,至诚
gdrg,天兵
gdys,天麻
gfws,球体
ghbw,下坠
ghwt,正途
gaqk,开锅
gkpg,速写
gkkg,逗号
gkfj,副刊
gjwx,理化
gaqn,开馆
gjdg,亘古
gaud,开卷
gbip,顿觉
gdyg,天主
geny,青翠
gevv,表嫂
gkce,融通
gkwy,副食
glaa,画工
glmh,画幅
gxyy,互访
gxjj,素日
gmkq,刺史
gldm,画布
gmmj,再则
goal,灭菌
goqt,来犯
gorp,严控
goyg,恶语
gqya,列席
graj,碧蓝
gxiy,毒液
gurr,平白
gskh,末路
gsan,末世
gyql,玉镯
gdqt,天狗
ggtj,五香
ghai,正东
ghfm,正南
ghmq,政见
ghud,下头
ghuq,正交
ghwg,下颌
gitd,不辞
gitl,不备
gdxx,蚕丝
gdag,天葬
gchk,到点
gasf,开标
gapu,开衫
gaog,开凿
gowy,严令
gmvp,再嫁
gmuk,现况
gmth,再版
gmsc,枣树
gkve,豆奶
gkic,吏治
gkgk,融融
gkgk,豇豆
gkdj,吾辈
giup,不啻
ghwt,下任
ghsy,下述
ghrl,下摆
ghpg,正室
ghie,下浮
ghbk,正职
gete,青筋
geph,静寂
gekq,表兄
gegk,青豆
gdyy,天方
gdsu,天梯
gcye,致哀
gcbi,致函
gate,开船
gqsh,死相
gium,不端
gttu,麦冬
gutq,平移
gqlg,列国
gekr,静听
gaip,开演
gdaa,天工
gejf,表里
getj,青稞
ggkh,环路
ggsc,王权
ggud,环状
ggwy,王储
ghkh,正路
ghqc,正色
ghum,下端
gilt,不图
gkhc,豆皮
gkww,逗人
goyy,恶言
gqbk,殉职
gqbu,残障
guqg,平铺
gusr,夹板
gxjh,毒虫
gyta,玉簪
gmgu,两颊
guqe,夹角
gsab,末节
gqww,歹人
glsr,画板
glbp,画院
gkyn,速记
gkwa,逼供
gkiy,整流
gjrn,理气
ghnd,正剧
ghlw,下轮
gguw,一准
gggy,一斑
gaca,武戏
gajg,武师
gqgq,殊死
gaqe,开解
gdbw,天险
gehx,青紫
gdrh,吞掉
gqin,熬汤
gqlw,死囚
gqag,殉葬
gouf,恶斗
gyif,玉洁
goty,来稿
gorb,恶报
gxis,毒酒
gymf,玉雕
gynd,琼剧
ggwc,王公
ggwn,王侯
ghbq,下陷
ghtd,政敌
gidr,还愿
giwv,不忿
grtl,碧血
gktl,整备
gkvi,整肃
glqt,画儿
gmft,丽都
gmhv,现眼
goqt,恶狗
gcwt,到任
gcsd,到顶
gbrg,屯兵
gaiy,开滦
getr,静物
gtaa,麦芽
gurc,平摊
ggip,五常
gxaj,毒草
gkyn,副词
glwy,画集
gmqi,现钞
gnaw,与共
gnrm,瓦罐
gqhk,死战
galf,开园
gang,开悟
gapj,开审
gawg,开合
gcuq,至交
gdkf,吞吐
gdts,天条
gswa,末代
gtal,麦苗
ggxq,五绝
gukt,平川
ghnt,政改
guud,平叛
ghyn,正房
ghyv,下诏
giuj,不意
giiw,不渝
gfud,球状
gklg,吾国
gkap,豆蔻
gixt,还乡
giww,还俗
ghth,正片
ghsg,正本
ghpg,下定
ghna,正殿
ghkk,下颚
ghfg,下士
ghaa,政工
ggup,五帝
ggqs,一刹
gxny,素心
gfsf,玩票
gfdm,球面
gydy,玉碎
gqxo,熬粥
gqth,残片
gqkk,裂口
gqfv,残雪
gdyv,天良
gdsd,天顶
gdjj,天日
goyg,恶评
gorv,来势
gobi,来函
gmuu,两立
gmic,两汉
gkuq,速效
gyex,琼脂
ghjf,下野
ggiy,环游
gafw,武夫
gygk,玉带
guiv,平津
ghmq,下网
ghng,下怀
ghux,正北
giwt,歪斜
gahw,刑具
gaql,开锣
garm,形制
gbll,屯田
gead,青藏
geal,青苗
gehv,青眼
gekq,青史
geos,青灯
gqwu,列位
gifk,不吉
gufh,平直
gujq,平易
gmbb,枣子
gmde,两鬓
gmef,丙肝
gmsg,丙酮
gnaa,瓦工
goit,恶少
gqbi,裂隙
gqnt,烈性
gqqe,裂解
gwds,珍奇
gxqc,素色
gllu,画圈
gksc,事权
gkim,速滑
gfmq,球网
gfwy,于今
gkfh,逗趣
ggbi,王孙
ggqv,琴键
gexv,青绿
geuq,青瓷
gdwq,天父
garn,开掘
ghtf,正待
ghkl,下咽
ghef,下脚
ghds,正厅
ggjg,琴师
guxe,平级
gxcq,素鸡
gxqs,毒杀
gxqy,毒枭
gyws,玉体
gyxy,斑纹
guhw,夹具
gmid,两湖
gmqg,现钱
grpw,珠帘
gsgy,琳琅
gkww,吾人
gkuf,整装
gkud,带状
gkif,豆汁
